,playerid,name,twit_url,twit_handle,insta_url,insta_handle,twit_id,twit_followers_count,twit_tweet_count,tweet_retweet_count,tweet_reply_count,tweet_like_count,tweet_quote_count,pos,age,tm,g,gs,mp,fg,fga,fgpct,threep,threepa,threeppct,twop,twopa,twoppct,efgpct,ft,fta,ftpct,orb,drb,trb,ast,stl,blk,tov,pf,pts,dist,pct_of_fga_by_distance_2p,pct_of_fga_by_distance_0to3,pct_of_fga_by_distance_3to10,pct_of_fga_by_distance_10to16,pct_of_fga_by_distance_16to3p,pct_of_fga_by_distance_3p,fgpct_by_distance_2p,fgpct_by_distance_0to3,fgpct_by_distance_3to10,fgpct_by_distance_10to16,fgpct_by_distance_16to3p,fgpct_by_distance_3p,pct_of_fg_astd_2p,pct_of_fg_astd_3p,dunks_pctfga,dunks_num,corner_3s_pct3pa,corner_3s_3ppct,heaves_att,heaves_num,salary_2021_22,br_name,br_url,twit_likes_per_post,inst_id,inst_followers,inst_follows,inst_posts,inst_likes_12,inst_comments_12,inst_likes_per_week,inst_comments_per_week
361,1630557,Corey Kispert,https://twitter.com/corey_kispert,corey_kispert,https://instagram.com/ckis24,ckis24,4700775859,10716,606,2193,15,1303,7,SF,22.0,WAS,48.0,7.0,890.0,109.0,250.0,0.436,45.0,142.0,0.317,64.0,108.0,0.593,0.526,36.0,41.0,0.878,30.0,87.0,117.0,41.0,15.0,12.0,21.0,43.0,299.0,17.0,0.432,0.188,0.164,0.044,0.036,0.568,0.593,0.723,0.512,0.455,0.444,0.317,0.766,0.956,0.02,4.0,0.31,0.432,0.0,0.0,3383640,Corey Kispert,https://www.basketball-reference.com/players/k/kispeco01.html,2.15016501650165,3971663949,70460,931,119,90456,596,6395.878787878788,42.14141414141415
362,203915,Spencer Dinwiddie,https://twitter.com/SDinwiddie_25,SDinwiddie_25,https://instagram.com/spencerdinwiddie,spencerdinwiddie,368148234,114454,33591,113443,716,32110,219,PG,28.0,WAS,44.0,44.0,1330.0,185.0,492.0,0.376,70.0,226.0,0.31,115.0,266.0,0.432,0.447,116.0,143.0,0.811,36.0,171.0,207.0,256.0,27.0,7.0,73.0,107.0,556.0,16.2,0.541,0.152,0.236,0.091,0.061,0.459,0.432,0.573,0.388,0.378,0.333,0.31,0.148,0.5,0.006,1.0,0.142,0.313,1.0,0.0,17142857,Spencer Dinwiddie,https://www.basketball-reference.com/players/d/dinwisp01.html,0.9559108094430055,338719576,272036,958,1098,48553,752,9440.861111111111,146.2222222222222
363,1628398,Kyle Kuzma,https://twitter.com/kylekuzma,kylekuzma,https://instagram.com/kuz,kuz,272616327,1130113,15414,111262,22989,1399583,23556,PF,26.0,WAS,50.0,50.0,1646.0,302.0,663.0,0.456,92.0,275.0,0.335,210.0,388.0,0.541,0.525,110.0,159.0,0.692,57.0,376.0,433.0,140.0,33.0,44.0,111.0,91.0,806.0,14.7,0.585,0.169,0.27,0.1,0.047,0.415,0.541,0.795,0.464,0.455,0.258,0.335,0.51,0.924,0.029,16.0,0.244,0.343,0.0,0.0,13000000,Kyle Kuzma,https://www.basketball-reference.com/players/k/kuzmaky01.html,90.79946801608926,23613805,4890198,486,622,955897,5211,191179.4,1042.2
364,202722,Davis Bertans,,,https://instagram.com/dbertans_42,dbertans_42,0,0,0,0,0,0,0,PF,29.0,WAS,34.0,0.0,501.0,60.0,171.0,0.351,46.0,144.0,0.319,14.0,27.0,0.519,0.485,28.0,30.0,0.933,6.0,55.0,61.0,16.0,11.0,6.0,14.0,55.0,194.0,23.6,0.158,0.053,0.064,0.023,0.018,0.842,0.519,0.667,0.545,0.0,0.667,0.319,0.786,1.0,0.029,5.0,0.194,0.571,1.0,0.0,16000000,Davis Bertans,https://www.basketball-reference.com/players/b/bertada01.html,,187164151,80886,409,172,0,0,0.0,0.0
365,1630167,Obi Toppin,https://twitter.com/obitoppin1,obitoppin1,https://instagram.com/obitoppin_1,obitoppin_1,2221922403,43169,1590,2423,94,5936,48,PF,23.0,NYK,50.0,2.0,775.0,146.0,279.0,0.523,20.0,84.0,0.238,126.0,195.0,0.646,0.559,63.0,84.0,0.75,46.0,136.0,182.0,46.0,14.0,22.0,37.0,68.0,375.0,9.0,0.699,0.57,0.104,0.007,0.018,0.301,0.646,0.692,0.448,0.5,0.4,0.238,0.817,1.0,0.272,69.0,0.429,0.278,0.0,0.0,5105160,Obi Toppin,https://www.basketball-reference.com/players/t/toppiob01.html,3.733333333333333,289811792,264845,736,84,218815,2074,13091.495726495728,124.08547008547008
366,1630540,Miles McBride,https://twitter.com/deucemcb11,deucemcb11,https://instagram.com/deucemcb11,deucemcb11,2941668388,21681,2947,94110,170,10440,82,PG,21.0,NYK,21.0,2.0,151.0,15.0,58.0,0.259,5.0,31.0,0.161,10.0,27.0,0.37,0.302,3.0,4.0,0.75,2.0,14.0,16.0,23.0,8.0,1.0,3.0,15.0,38.0,17.1,0.466,0.207,0.121,0.0,0.138,0.534,0.37,0.5,0.286,0.0,0.25,0.161,0.3,0.2,0.017,0.0,0.258,0.25,0.0,0.0,925258,Miles McBride,https://www.basketball-reference.com/players/m/mcbrimi01.html,3.542585680352901,1651481421,64736,1494,87,111694,1322,7818.58,92.54
367,203457,Nerlens Noel,https://twitter.com/NerlensNoel3,NerlensNoel3,https://instagram.com/nerlensnoel3,nerlensnoel3,233414838,220556,4704,215,170,827,24,C,27.0,NYK,25.0,11.0,562.0,32.0,60.0,0.533,0.0,3.0,0.0,32.0,57.0,0.561,0.533,21.0,30.0,0.7,48.0,93.0,141.0,23.0,30.0,31.0,20.0,67.0,85.0,5.9,0.95,0.533,0.25,0.167,0.0,0.05,0.561,0.563,0.533,0.6,0.0,0.0,0.75,0.0,0.117,3.0,0.667,0.0,1.0,0.0,8800000,Nerlens Noel,https://www.basketball-reference.com/players/n/noelne01.html,0.1758078231292517,23154764,275731,531,64,15627,467,1093.89,32.69
368,201565,Derrick Rose,https://twitter.com/drose,drose,https://instagram.com/drose,drose,612792060,2531695,91,0,0,0,0,PG,33.0,NYK,26.0,4.0,636.0,122.0,274.0,0.445,37.0,92.0,0.402,85.0,182.0,0.467,0.513,30.0,31.0,0.968,21.0,57.0,78.0,103.0,22.0,12.0,39.0,15.0,311.0,13.4,0.664,0.245,0.23,0.088,0.102,0.336,0.467,0.582,0.508,0.292,0.25,0.402,0.259,0.757,0.0,0.0,0.185,0.353,1.0,0.0,13445120,Derrick Rose,https://www.basketball-reference.com/players/r/rosede01.html,0.0,2964087323,153709,128,5849,40411,373,9429.233333333334,87.03333333333333
369,1630193,Immanuel Quickley,https://twitter.com/IQ_GodSon,IQ_GodSon,https://instagram.com/immanuelquickley__,immanuelquickley__,3353240464,86374,4523,13320,716,61436,400,PG,22.0,NYK,51.0,2.0,1108.0,161.0,439.0,0.367,83.0,251.0,0.331,78.0,188.0,0.415,0.461,83.0,91.0,0.912,17.0,102.0,119.0,154.0,32.0,3.0,64.0,115.0,488.0,19.0,0.428,0.08,0.15,0.125,0.073,0.572,0.415,0.571,0.348,0.4,0.406,0.331,0.295,0.566,0.007,2.0,0.112,0.321,0.0,0.0,2210640,Immanuel Quickley,https://www.basketball-reference.com/players/q/quickim01.html,13.583020119389786,1618070492,215733,147,69,288718,2825,17574.139130434785,171.95652173913044
370,1629656,Quentin Grimes,https://twitter.com/qdotgrimes,qdotgrimes,https://instagram.com/qdotgrimes,qdotgrimes,2287541508,30575,4763,13909,655,30545,356,SG,21.0,NYK,35.0,2.0,556.0,70.0,172.0,0.407,52.0,136.0,0.382,18.0,36.0,0.5,0.558,8.0,11.0,0.727,16.0,45.0,61.0,33.0,23.0,6.0,22.0,47.0,200.0,22.1,0.209,0.081,0.023,0.017,0.087,0.791,0.5,0.786,0.0,0.333,0.4,0.382,0.611,0.942,0.017,3.0,0.25,0.5,0.0,0.0,2168640,Quentin Grimes,https://www.basketball-reference.com/players/g/grimequ01.html,6.412975015746379,520841582,136472,391,54,177293,1770,10429.0,104.11764705882354
371,202689,Kemba Walker,https://twitter.com/KembaWalker,KembaWalker,https://instagram.com/_kw15,_kw15,270689028,467449,1063,28,0,0,0,PG,31.0,NYK,33.0,33.0,853.0,134.0,334.0,0.401,65.0,178.0,0.365,69.0,156.0,0.442,0.499,49.0,60.0,0.817,12.0,92.0,104.0,115.0,25.0,5.0,45.0,36.0,382.0,17.8,0.467,0.15,0.123,0.09,0.105,0.533,0.442,0.56,0.341,0.333,0.486,0.365,0.217,0.477,0.0,0.0,0.034,0.5,0.0,0.0,34967442,Kemba Walker,https://www.basketball-reference.com/players/w/walkeke02.html,0.0,505904207,1432860,347,341,70628,1246,4154.588235294118,73.29411764705883
372,1629628,RJ Barrett,https://twitter.com/RjBarrett6,RjBarrett6,https://instagram.com/rjbarrett,rjbarrett,545663382,198703,1025,1105,111,4333,17,SF,21.0,NYK,48.0,48.0,1587.0,306.0,743.0,0.412,96.0,271.0,0.354,210.0,472.0,0.445,0.476,155.0,223.0,0.695,41.0,231.0,272.0,125.0,26.0,14.0,94.0,98.0,863.0,12.6,0.635,0.279,0.248,0.066,0.043,0.365,0.445,0.628,0.288,0.347,0.313,0.354,0.4,0.927,0.044,26.0,0.28,0.303,1.0,0.0,8623920,RJ Barrett,https://www.basketball-reference.com/players/b/barrerj01.html,4.227317073170732,262053424,1246175,375,93,416607,3923,27511.783018867925,259.0660377358491
373,203095,Evan Fournier,https://twitter.com/EvanFourmizz,EvanFourmizz,https://instagram.com/evanfournier10,evanfournier10,562362256,319551,9358,17981,3956,232259,2203,SG,29.0,NYK,53.0,53.0,1538.0,274.0,638.0,0.429,154.0,383.0,0.402,120.0,255.0,0.471,0.55,53.0,74.0,0.716,29.0,129.0,158.0,95.0,50.0,13.0,72.0,112.0,755.0,19.0,0.4,0.099,0.129,0.08,0.092,0.6,0.471,0.571,0.415,0.51,0.407,0.402,0.5,0.89,0.006,3.0,0.264,0.446,2.0,0.0,17142857,Evan Fournier,https://www.basketball-reference.com/players/f/fournev01.html,24.81929899551186,1742953256,285750,208,872,230948,1928,19715.07317073171,164.58536585365854
374,202692,Alec Burks,https://twitter.com/AlecBurks10,AlecBurks10,https://instagram.com/alecburks13,alecburks13,135323628,54676,155,0,0,0,0,SG,30.0,NYK,54.0,21.0,1445.0,179.0,468.0,0.382,95.0,245.0,0.388,84.0,223.0,0.377,0.484,144.0,173.0,0.832,33.0,199.0,232.0,137.0,60.0,15.0,53.0,128.0,597.0,17.1,0.476,0.141,0.169,0.1,0.066,0.524,0.377,0.439,0.342,0.34,0.387,0.388,0.405,0.758,0.004,2.0,0.208,0.431,0.0,0.0,9536000,Alec Burks,https://www.basketball-reference.com/players/b/burksal01.html,0.0,4077144809,8904,62,9,0,0,0.0,0.0
375,1629629,Cam Reddish,https://twitter.com/camreddish,camreddish,https://instagram.com/camreddish,camreddish,467967001,86256,3907,0,0,0,0,SF,22.0,TOT,39.0,7.0,847.0,142.0,359.0,0.396,59.0,162.0,0.364,83.0,197.0,0.421,0.478,83.0,91.0,0.912,21.0,70.0,91.0,38.0,37.0,12.0,48.0,46.0,426.0,15.8,0.549,0.209,0.109,0.12,0.111,0.451,0.421,0.587,0.462,0.279,0.225,0.364,0.506,0.831,0.039,12.0,0.284,0.435,0.0,0.0,4670160,Cam Reddish,https://www.basketball-reference.com/players/r/reddica01.html,0.0,42774089,565578,700,120,255804,4143,15436.448275862069,250.00862068965515
376,1629011,Mitchell Robinson,https://twitter.com/23savage____,23savage____,https://instagram.com/mrobinson23_,mrobinson23_,4759046009,56833,975,4698,2570,67667,832,C,23.0,NYK,49.0,40.0,1243.0,178.0,228.0,0.781,0.0,0.0,,178.0,228.0,0.781,0.781,65.0,126.0,0.516,186.0,242.0,428.0,23.0,29.0,78.0,38.0,130.0,421.0,1.1,1.0,0.947,0.053,0.0,0.0,0.0,0.781,0.787,0.667,0.0,0.0,0.0,0.534,0.0,0.566,118.0,0.0,0.0,0.0,0.0,1802057,Mitchell Robinson,https://www.basketball-reference.com/players/r/robinmi01.html,69.40205128205129,4628260056,149006,3132,102,29777,643,1781.5299145299143,38.470085470085465
377,203944,Julius Randle,https://twitter.com/J30_RANDLE,J30_RANDLE,https://instagram.com/juliusrandle30,juliusrandle30,180990505,477392,6174,388,572,6533,133,PF,27.0,NYK,53.0,53.0,1874.0,367.0,874.0,0.42,88.0,284.0,0.31,279.0,590.0,0.473,0.47,191.0,254.0,0.752,99.0,428.0,527.0,271.0,42.0,31.0,184.0,150.0,1013.0,14.0,0.675,0.256,0.143,0.134,0.142,0.325,0.473,0.638,0.392,0.35,0.371,0.31,0.362,0.83,0.046,35.0,0.123,0.286,0.0,0.0,21780000,Julius Randle,https://www.basketball-reference.com/players/r/randlju01.html,1.05814706835115,27519394,943145,305,395,323313,7163,19018.41176470588,421.3529411764706
378,1630579,Jericho Sims,,,https://instagram.com/jumpmansims,jumpmansims,0,0,0,0,0,0,0,PF,23.0,NYK,17.0,0.0,111.0,8.0,11.0,0.727,0.0,0.0,,8.0,11.0,0.727,0.727,3.0,4.0,0.75,11.0,16.0,27.0,1.0,3.0,7.0,2.0,8.0,19.0,1.3,1.0,0.909,0.091,0.0,0.0,0.0,0.727,0.7,1.0,0.0,0.0,0.0,0.625,0.0,0.727,7.0,0.0,0.0,0.0,0.0,462629,Jericho Sims,https://www.basketball-reference.com/players/s/simsje01.html,,1306920508,47527,529,14,1361,30,92.49514563106796,2.0388349514563107
379,201959,Taj Gibson,https://twitter.com/TajGibson,TajGibson,https://instagram.com/tajgibson,tajgibson,73058561,323178,2326,288,0,0,0,C,36.0,NYK,35.0,4.0,627.0,49.0,95.0,0.516,6.0,18.0,0.333,43.0,77.0,0.558,0.547,23.0,31.0,0.742,53.0,96.0,149.0,23.0,16.0,28.0,22.0,95.0,127.0,8.8,0.811,0.432,0.2,0.126,0.053,0.189,0.558,0.683,0.421,0.5,0.2,0.333,0.605,1.0,0.126,9.0,0.5,0.444,0.0,0.0,4910000,Taj Gibson,https://www.basketball-reference.com/players/g/gibsota01.html,0.0,13948994,425666,2804,319,16600,326,1075.925925925926,21.12962962962963
380,1629677,Luka Samanic,https://twitter.com/SamanicLuka,SamanicLuka,https://instagram.com/lukasamanic9,lukasamanic9,831524135847211008,10333,370,3390,26,1010,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3421709,Luka Samanic,https://www.basketball-reference.com/players/s/samanlu01.html,2.72972972972973,791412585,35683,484,7,12164,165,935.6923076923076,12.692307692307692
381,1629712,Didi Louzada,https://twitter.com/Didi,Didi,https://instagram.com/didi,didi,773171668814618624,23338,4661,41444,196,7796,52,SF,22.0,NOP,2.0,0.0,7.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,25.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,1786878,Didi Louzada,https://www.basketball-reference.com/players/l/louzama01.html,1.6726024458270758,1923642156,139896,2013,817,137635,988,8234.572649572649,59.11111111111111
382,1629627,Zion Williamson,https://twitter.com/Zionwilliamson,Zionwilliamson,https://instagram.com/zionwilliamson,zionwilliamson,3383587455,474498,898,17077,57,1920,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10733400,Zion Williamson,https://www.basketball-reference.com/players/w/willizi01.html,2.138084632516704,549739307,4869557,307,81,0,0,0.0,0.0
383,1628404,Josh Hart,https://twitter.com/joshhart,joshhart,https://instagram.com/jhart,jhart,318095329,503736,9645,26182,14122,287316,2902,PF,26.0,NOP,41.0,40.0,1374.0,195.0,386.0,0.505,42.0,130.0,0.323,153.0,256.0,0.598,0.56,116.0,154.0,0.753,53.0,265.0,318.0,168.0,45.0,11.0,81.0,118.0,548.0,11.4,0.663,0.44,0.137,0.052,0.034,0.337,0.598,0.688,0.415,0.4,0.462,0.323,0.503,0.857,0.039,14.0,0.208,0.593,0.0,0.0,12000000,Josh Hart,https://www.basketball-reference.com/players/h/hartjo01.html,29.789113530326595,1090438295,677986,440,325,145672,1989,9997.098039215687,136.5
384,1628984,Devonte' Graham,https://twitter.com/Devonte4Graham,Devonte4Graham,https://instagram.com/dtaegraham,dtaegraham,991756067938840577,32960,1464,22358,301,21094,69,PG,26.0,NOP,50.0,50.0,1563.0,223.0,614.0,0.363,145.0,417.0,0.348,78.0,197.0,0.396,0.481,87.0,103.0,0.845,22.0,104.0,126.0,227.0,47.0,8.0,79.0,70.0,678.0,21.2,0.321,0.085,0.062,0.064,0.111,0.679,0.396,0.577,0.263,0.41,0.324,0.348,0.333,0.752,0.002,1.0,0.115,0.354,3.0,1.0,11000000,Devonte' Graham,https://www.basketball-reference.com/players/g/grahade01.html,14.408469945355192,32359232,261423,458,31,122558,1616,8249.096153846154,108.76923076923076
385,1630529,Herbert Jones,https://twitter.com/_hoopinglife,_hoopinglife,https://instagram.com/yung.ch0,yung.ch0,349466612,13572,1800,44864,13,406,4,PF,23.0,NOP,51.0,42.0,1520.0,186.0,375.0,0.496,35.0,97.0,0.361,151.0,278.0,0.543,0.543,81.0,97.0,0.835,65.0,135.0,200.0,105.0,77.0,44.0,58.0,154.0,488.0,10.3,0.741,0.437,0.2,0.013,0.091,0.259,0.543,0.677,0.333,0.6,0.353,0.361,0.669,1.0,0.115,36.0,0.485,0.34,1.0,0.0,1700000,Herbert Jones,https://www.basketball-reference.com/players/j/joneshe01.html,0.2255555555555555,1201901523,37269,2134,17,31396,282,1979.927927927928,17.783783783783782
386,1629638,Nickeil Alexander-Walker,https://twitter.com/NickeilAW,NickeilAW,https://instagram.com/nickeilaw,nickeilaw,3016871537,14628,2935,0,0,0,0,SG,23.0,NOP,50.0,19.0,1317.0,237.0,632.0,0.375,95.0,305.0,0.311,142.0,327.0,0.434,0.45,70.0,97.0,0.722,36.0,128.0,164.0,139.0,41.0,19.0,85.0,88.0,639.0,15.6,0.517,0.217,0.166,0.074,0.06,0.483,0.434,0.584,0.333,0.362,0.263,0.311,0.408,0.895,0.014,8.0,0.23,0.371,2.0,0.0,3261480,Nickeil Alexander-Walker,https://www.basketball-reference.com/players/a/alexani01.html,0.0,248040810,135528,492,121,80371,1688,4767.771186440677,100.13559322033898
387,1630230,Naji Marshall,https://twitter.com/MarshallNaji,MarshallNaji,https://instagram.com/najimarshall,najimarshall,1320853270382796800,679,211,81969,28,591,5,SF,24.0,NOP,29.0,0.0,285.0,34.0,95.0,0.358,6.0,38.0,0.158,28.0,57.0,0.491,0.389,30.0,35.0,0.857,14.0,49.0,63.0,24.0,13.0,4.0,22.0,29.0,104.0,12.5,0.6,0.337,0.2,0.053,0.011,0.4,0.491,0.531,0.474,0.4,0.0,0.158,0.536,0.833,0.053,5.0,0.421,0.063,0.0,0.0,1517981,Naji Marshall,https://www.basketball-reference.com/players/m/marshna01.html,2.800947867298578,195286504,14616,632,4,7501,246,519.8712871287129,17.04950495049505
388,1626195,Willy Hernangomez,https://twitter.com/willyhg94,willyhg94,https://instagram.com/willyhernangomez,willyhernangomez,325164911,78360,7279,17277,439,34179,111,C,27.0,NOP,28.0,6.0,467.0,98.0,183.0,0.536,3.0,7.0,0.429,95.0,176.0,0.54,0.544,58.0,77.0,0.753,78.0,121.0,199.0,37.0,10.0,9.0,28.0,52.0,257.0,4.0,0.962,0.59,0.333,0.038,0.0,0.038,0.54,0.667,0.328,0.429,0.0,0.429,0.726,1.0,0.137,24.0,0.0,0.0,0.0,0.0,2327220,Willy Hernangomez,https://www.basketball-reference.com/players/h/hernawi01.html,4.695562577277099,233395022,331241,649,1454,84558,464,10569.75,58.0
389,1629637,Jaxson Hayes,https://twitter.com/hayes_jaxson,hayes_jaxson,https://instagram.com/jaxsonhayes,jaxsonhayes,3080699645,16125,1003,0,0,0,0,C,21.0,NOP,42.0,4.0,688.0,133.0,211.0,0.63,7.0,25.0,0.28,126.0,186.0,0.677,0.647,81.0,105.0,0.771,57.0,112.0,169.0,20.0,17.0,32.0,32.0,94.0,354.0,6.3,0.882,0.573,0.237,0.043,0.028,0.118,0.677,0.769,0.56,0.333,0.333,0.28,0.794,1.0,0.332,66.0,0.28,0.143,1.0,0.0,5348280,Jaxson Hayes,https://www.basketball-reference.com/players/h/hayesja02.html,0.0,204414751,298121,943,36,0,0,0.0,0.0
390,1629109,Gary Clark,https://twitter.com/Gary11_Clark,Gary11_Clark,https://instagram.com/gary6clark,gary6clark,329842989,11348,15168,38847,2,113,0,PF,27.0,NOP,22.0,1.0,241.0,20.0,55.0,0.364,17.0,45.0,0.378,3.0,10.0,0.3,0.518,4.0,6.0,0.667,14.0,39.0,53.0,8.0,7.0,6.0,5.0,14.0,61.0,20.6,0.182,0.091,0.091,0.0,0.0,0.818,0.3,0.2,0.4,0.0,0.0,0.378,0.667,1.0,0.0,0.0,0.578,0.5,0.0,0.0,811213,Gary Clark,https://www.basketball-reference.com/players/c/clarkga01.html,0.0074498945147679,573308322,33073,996,60,4680,86,618.1132075471698,11.358490566037736
391,1630184,Kira Lewis Jr.,,,https://instagram.com/kiralewis2,kiralewis2,0,0,0,0,0,0,0,PG,20.0,NOP,24.0,0.0,341.0,59.0,146.0,0.404,13.0,58.0,0.224,46.0,88.0,0.523,0.449,10.0,12.0,0.833,9.0,30.0,39.0,49.0,11.0,1.0,26.0,17.0,141.0,14.8,0.603,0.267,0.171,0.103,0.062,0.397,0.523,0.718,0.4,0.333,0.333,0.224,0.457,0.846,0.027,3.0,0.241,0.286,3.0,0.0,3822240,Kira Lewis Jr.,https://www.basketball-reference.com/players/l/lewiski01.html,,0,0,0,0,0,0,0.0,0.0
392,1627742,Brandon Ingram,https://twitter.com/B_Ingram13,B_Ingram13,https://instagram.com/1ngram4,1ngram4,164557288,342157,380,0,0,0,0,SF,24.0,NOP,40.0,40.0,1379.0,333.0,740.0,0.45,63.0,181.0,0.348,270.0,559.0,0.483,0.493,187.0,228.0,0.82,28.0,203.0,231.0,218.0,27.0,19.0,105.0,80.0,916.0,14.5,0.755,0.157,0.155,0.224,0.219,0.245,0.483,0.664,0.409,0.494,0.395,0.348,0.426,0.889,0.049,31.0,0.149,0.444,1.0,0.0,29467800,Brandon Ingram,https://www.basketball-reference.com/players/i/ingrabr01.html,0.0,18481281,2044498,444,391,5111,280,372.67708333333337,20.416666666666668
393,1630631,Jose Alvarado,https://twitter.com/AlvaradoJose15,AlvaradoJose15,https://instagram.com/realrytejose,realrytejose,2362079219,8209,1943,4841,556,35652,292,PG,23.0,NOP,27.0,1.0,335.0,50.0,119.0,0.42,15.0,49.0,0.306,35.0,70.0,0.5,0.483,14.0,21.0,0.667,9.0,27.0,36.0,54.0,30.0,3.0,10.0,37.0,129.0,14.0,0.588,0.269,0.185,0.101,0.034,0.412,0.5,0.656,0.364,0.333,0.5,0.306,0.343,1.0,0.0,0.0,0.204,0.4,0.0,0.0,462629,Jose Alvarado,https://www.basketball-reference.com/players/a/alvarjo01.html,18.348944930519814,276726537,53265,346,12,65224,1670,5929.454545454545,151.8181818181818
394,202685,Jonas Valanciunas,https://twitter.com/JValanciunas,JValanciunas,https://instagram.com/jvalanciunas,jvalanciunas,2227318080,176592,301,0,0,0,0,C,29.0,NOP,48.0,48.0,1503.0,332.0,628.0,0.529,45.0,112.0,0.402,287.0,516.0,0.556,0.564,158.0,194.0,0.814,161.0,397.0,558.0,123.0,24.0,43.0,121.0,158.0,867.0,9.0,0.822,0.355,0.32,0.104,0.043,0.178,0.556,0.664,0.493,0.431,0.444,0.402,0.613,0.978,0.067,36.0,0.027,0.333,0.0,0.0,14000000,Jonas Valanciunas,https://www.basketball-reference.com/players/v/valanjo01.html,0.0,743177498,255373,441,289,0,0,0.0,0.0
395,1630530,Trey Murphy III,https://twitter.com/treymurphy,treymurphy,https://instagram.com/treymurphy,treymurphy,2925188224,6376,2110,3653,110,4819,20,SF,21.0,NOP,40.0,0.0,514.0,50.0,148.0,0.338,36.0,107.0,0.336,14.0,41.0,0.341,0.459,24.0,28.0,0.857,28.0,59.0,87.0,20.0,12.0,6.0,12.0,37.0,160.0,19.6,0.277,0.149,0.088,0.014,0.027,0.723,0.341,0.591,0.077,0.0,0.0,0.336,0.5,0.944,0.054,7.0,0.449,0.438,1.0,0.0,3053760,Trey Murphy III,https://www.basketball-reference.com/players/m/murphtr02.html,2.2838862559241706,23987082,27900,896,27,24729,322,1466.9745762711864,19.101694915254235
396,203107,Tomas Satoransky,https://twitter.com/satoransky,satoransky,https://instagram.com/tomasatoransky,tomasatoransky,756825420,19632,588,1120,21,1305,7,SG,30.0,NOP,32.0,3.0,481.0,32.0,107.0,0.299,5.0,31.0,0.161,27.0,76.0,0.355,0.322,19.0,25.0,0.76,18.0,46.0,64.0,76.0,14.0,1.0,23.0,33.0,88.0,12.7,0.71,0.234,0.262,0.15,0.065,0.29,0.355,0.52,0.286,0.375,0.0,0.161,0.519,1.0,0.019,1.0,0.161,0.0,1.0,0.0,10000000,Tomas Satoransky,https://www.basketball-reference.com/players/s/satorto01.html,2.2193877551020407,1647331539,98610,416,258,9087,88,617.5631067961166,5.980582524271845
397,1629117,Wenyen Gabriel,https://twitter.com/WenyenGabriel,WenyenGabriel,https://instagram.com/wenyengabriel,wenyengabriel,364032864,36352,8683,27425,49,1679,6,PF,24.0,TOT,7.0,0.0,47.0,5.0,13.0,0.385,2.0,5.0,0.4,3.0,8.0,0.375,0.462,2.0,4.0,0.5,5.0,10.0,15.0,2.0,1.0,2.0,3.0,11.0,14.0,11.2,0.615,0.385,0.231,0.0,0.0,0.385,0.375,0.4,0.333,0.0,0.0,0.4,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.0,397520,Wenyen Gabriel,https://www.basketball-reference.com/players/g/gabriwe01.html,0.1933663480363929,268969346,74112,1209,151,33995,674,3661.0,72.58461538461538
398,202066,Garrett Temple,https://twitter.com/GTemp17,GTemp17,https://instagram.com/gtemp17,gtemp17,41861751,26400,16763,281,13,1386,4,SG,35.0,NOP,50.0,16.0,984.0,100.0,262.0,0.382,51.0,160.0,0.319,49.0,102.0,0.48,0.479,28.0,39.0,0.718,27.0,105.0,132.0,65.0,39.0,20.0,38.0,77.0,279.0,17.6,0.389,0.195,0.08,0.069,0.046,0.611,0.48,0.647,0.429,0.222,0.25,0.319,0.633,0.98,0.011,3.0,0.456,0.329,0.0,0.0,4910000,Garrett Temple,https://www.basketball-reference.com/players/t/templga01.html,0.0826820974765853,22194942,57409,1223,422,20338,546,1271.125,34.125
399,203933,T.J. Warren,https://twitter.com/TonyWarrenJr,TonyWarrenJr,https://instagram.com/t.warren1,t.warren1,289141917,52693,5179,0,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12940000,T.J. Warren,https://www.basketball-reference.com/players/w/warretj01.html,0.0011585248117397,1974044576,104179,399,18,5001,15,486.2083333333333,1.4583333333333333
400,1630537,Chris Duarte,https://twitter.com/C_Duarte5,C_Duarte5,https://instagram.com/christheoretduarte05,christheoretduarte05,1159248879914835970,15031,546,1725,404,13585,102,SG,24.0,IND,48.0,36.0,1392.0,244.0,561.0,0.435,83.0,231.0,0.359,161.0,330.0,0.488,0.509,80.0,101.0,0.792,34.0,166.0,200.0,107.0,51.0,10.0,79.0,80.0,651.0,15.7,0.588,0.194,0.141,0.146,0.107,0.412,0.488,0.661,0.38,0.39,0.45,0.359,0.484,0.771,0.03,15.0,0.277,0.359,4.0,0.0,3749400,Chris Duarte,https://www.basketball-reference.com/players/d/duartch01.html,24.88095238095238,3494189356,237698,854,89,404600,7977,32184.090909090908,634.5340909090909
